customer_no,recency_days,frequency,monetary,R_bin,F_bin,M_bin,R_score,F_score,M_score,RFM_code,RFM_segment
15167,320,1,847.64,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15168,25,1,642.32,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
15171,331,1,4293.9,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
15172,8,5,15752.32,"(-0.001, 14.0]","(3.0, 5.0]","(14660.55, 2112282.03]",5,3,5,535,Lost
15174,322,1,1506.16,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15175,71,1,4882.96,"(35.0, 75.0]","(0.999, 2.0]","(3327.398, 6838.912]",3,1,3,313,Lost
15177,31,1,13012.02,"(14.0, 35.0]","(0.999, 2.0]","(6838.912, 14660.55]",4,1,4,414,Lost
15178,260,1,287.8,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15179,18,5,21818.1,"(14.0, 35.0]","(3.0, 5.0]","(14660.55, 2112282.03]",4,3,5,435,Lost
15180,367,1,458.7,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15181,66,3,6283.24,"(35.0, 75.0]","(2.0, 3.0]","(3327.398, 6838.912]",3,2,3,323,Needs Attention
15182,154,2,2861.24,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15184,29,3,10775.8,"(14.0, 35.0]","(2.0, 3.0]","(6838.912, 14660.55]",4,2,4,424,Lost
15185,70,1,7143.72,"(35.0, 75.0]","(0.999, 2.0]","(6838.912, 14660.55]",3,1,4,314,Lost
15186,14,3,7480.56,"(-0.001, 14.0]","(2.0, 3.0]","(6838.912, 14660.55]",5,2,4,524,Lost
15187,1,15,19566.24,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15188,183,1,2347.68,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15189,1,41,74866.47,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15192,119,3,10480.82,"(75.0, 185.0]","(2.0, 3.0]","(6838.912, 14660.55]",2,2,4,224,About to Sleep
15193,60,1,1987.92,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
15194,3,15,61262.55,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15195,2,1,8690.76,"(-0.001, 14.0]","(0.999, 2.0]","(6838.912, 14660.55]",5,1,4,514,Lost
15197,10,3,4634.17,"(-0.001, 14.0]","(2.0, 3.0]","(3327.398, 6838.912]",5,2,3,523,Potential Loyalist
15198,92,2,1428.4,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15199,59,4,5358.44,"(35.0, 75.0]","(3.0, 5.0]","(3327.398, 6838.912]",3,3,3,333,Needs Attention
15201,87,5,13544.62,"(75.0, 185.0]","(3.0, 5.0]","(6838.912, 14660.55]",2,3,4,234,Lost
15203,25,7,17326.65,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
15204,357,1,2909.1,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15205,85,2,4422.57,"(75.0, 185.0]","(0.999, 2.0]","(3327.398, 6838.912]",2,1,3,213,About to Sleep
15206,10,4,1610.46,"(-0.001, 14.0]","(3.0, 5.0]","(1491.454, 3327.398]",5,3,2,532,Potential Loyalist
15207,238,1,1044.45,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15208,1,6,5413.25,"(-0.001, 14.0]","(5.0, 207.0]","(3327.398, 6838.912]",5,4,3,543,Loyal
15210,225,1,2676.47,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15211,60,3,4158.78,"(35.0, 75.0]","(2.0, 3.0]","(3327.398, 6838.912]",3,2,3,323,Needs Attention
15212,241,1,473.32,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15213,318,2,2761.62,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15214,1,8,13178.1,"(-0.001, 14.0]","(5.0, 207.0]","(6838.912, 14660.55]",5,4,4,544,Champions
15215,46,4,4921.51,"(35.0, 75.0]","(3.0, 5.0]","(3327.398, 6838.912]",3,3,3,333,Needs Attention
15216,87,1,266.6,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15217,74,2,129.25,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
15218,10,12,38171.06,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15219,176,2,825.82,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15220,51,7,16415.77,"(35.0, 75.0]","(5.0, 207.0]","(14660.55, 2112282.03]",3,4,5,345,Loyal
15221,91,2,7003.14,"(75.0, 185.0]","(0.999, 2.0]","(6838.912, 14660.55]",2,1,4,214,About to Sleep
15222,318,1,4523.6,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
15223,225,3,2980.65,"(185.0, 373.0]","(2.0, 3.0]","(1491.454, 3327.398]",1,2,2,122,Hibernating
15224,358,2,1888.16,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15225,234,1,2736.22,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15226,310,1,885.92,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15227,36,5,8937.34,"(35.0, 75.0]","(3.0, 5.0]","(6838.912, 14660.55]",3,3,4,334,Lost
15228,66,4,26583.52,"(35.0, 75.0]","(3.0, 5.0]","(14660.55, 2112282.03]",3,3,5,335,Lost
15229,175,2,7507.1,"(75.0, 185.0]","(0.999, 2.0]","(6838.912, 14660.55]",2,1,4,214,About to Sleep
15230,239,3,4217.35,"(185.0, 373.0]","(2.0, 3.0]","(3327.398, 6838.912]",1,2,3,123,Hibernating
15232,113,2,7534.72,"(75.0, 185.0]","(0.999, 2.0]","(6838.912, 14660.55]",2,1,4,214,About to Sleep
15234,276,1,2149.38,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15235,217,12,15754.35,"(185.0, 373.0]","(5.0, 207.0]","(14660.55, 2112282.03]",1,4,5,145,Lost
15236,298,1,3086.24,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15237,1,5,12151.18,"(-0.001, 14.0]","(3.0, 5.0]","(6838.912, 14660.55]",5,3,4,534,Lost
15238,29,4,8385.61,"(14.0, 35.0]","(3.0, 5.0]","(6838.912, 14660.55]",4,3,4,434,Lost
15239,10,2,5695.99,"(-0.001, 14.0]","(0.999, 2.0]","(3327.398, 6838.912]",5,1,3,513,Lost
15240,44,5,15602.25,"(35.0, 75.0]","(3.0, 5.0]","(14660.55, 2112282.03]",3,3,5,335,Lost
15241,66,8,20168.3,"(35.0, 75.0]","(5.0, 207.0]","(14660.55, 2112282.03]",3,4,5,345,Loyal
15243,74,2,2326.76,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
15244,65,2,4742.46,"(35.0, 75.0]","(0.999, 2.0]","(3327.398, 6838.912]",3,1,3,313,Lost
15245,134,3,19894.14,"(75.0, 185.0]","(2.0, 3.0]","(14660.55, 2112282.03]",2,2,5,225,About to Sleep
15246,238,2,2998.76,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15247,122,1,2004.72,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15249,31,13,39734.4,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
15250,191,1,30.97,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15251,9,11,70145.45,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15252,36,2,6109.23,"(35.0, 75.0]","(0.999, 2.0]","(3327.398, 6838.912]",3,1,3,313,Lost
15253,16,6,8574.07,"(14.0, 35.0]","(5.0, 207.0]","(6838.912, 14660.55]",4,4,4,444,Champions
15254,127,1,2940.74,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15255,66,1,5924.73,"(35.0, 75.0]","(0.999, 2.0]","(3327.398, 6838.912]",3,1,3,313,Lost
15256,148,1,604.85,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15257,283,1,796.53,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15258,168,2,2093.98,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15260,100,7,10746.69,"(75.0, 185.0]","(5.0, 207.0]","(6838.912, 14660.55]",2,4,4,244,Lost
15261,135,1,3028.6,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15262,323,1,931.56,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15263,106,2,1116.5,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15264,64,1,3057.85,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
15265,151,2,7816.08,"(75.0, 185.0]","(0.999, 2.0]","(6838.912, 14660.55]",2,1,4,214,About to Sleep
15266,338,1,306.77,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15267,22,6,11728.18,"(14.0, 35.0]","(5.0, 207.0]","(6838.912, 14660.55]",4,4,4,444,Champions
15269,23,1,685.44,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
15270,15,7,15379.19,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
15271,7,15,14713.71,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15272,57,2,3901.15,"(35.0, 75.0]","(0.999, 2.0]","(3327.398, 6838.912]",3,1,3,313,Lost
15274,4,2,5812.22,"(-0.001, 14.0]","(0.999, 2.0]","(3327.398, 6838.912]",5,1,3,513,Lost
15275,37,1,5672.74,"(35.0, 75.0]","(0.999, 2.0]","(3327.398, 6838.912]",3,1,3,313,Lost
15276,66,1,782.67,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
15277,46,1,2363.52,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
15278,191,1,4638.9,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
15279,354,1,2235.12,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15280,172,1,1694.23,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15281,58,9,14557.6,"(35.0, 75.0]","(5.0, 207.0]","(6838.912, 14660.55]",3,4,4,344,Loyal
15286,49,1,810.31,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
15287,22,2,4877.45,"(14.0, 35.0]","(0.999, 2.0]","(3327.398, 6838.912]",4,1,3,413,Lost
15288,43,5,10063.92,"(35.0, 75.0]","(3.0, 5.0]","(6838.912, 14660.55]",3,3,4,334,Lost
15289,29,3,11295.24,"(14.0, 35.0]","(2.0, 3.0]","(6838.912, 14660.55]",4,2,4,424,Lost
15290,4,18,48622.76,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15291,25,15,27347.52,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
15292,201,1,670.41,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15296,50,7,21869.99,"(35.0, 75.0]","(5.0, 207.0]","(14660.55, 2112282.03]",3,4,5,345,Loyal
15297,10,4,7259.97,"(-0.001, 14.0]","(3.0, 5.0]","(6838.912, 14660.55]",5,3,4,534,Lost
15298,2,12,32596.3,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15299,67,6,34203.27,"(35.0, 75.0]","(5.0, 207.0]","(14660.55, 2112282.03]",3,4,5,345,Loyal
15300,64,1,3382.26,"(35.0, 75.0]","(0.999, 2.0]","(3327.398, 6838.912]",3,1,3,313,Lost
15301,50,12,33082.71,"(35.0, 75.0]","(5.0, 207.0]","(14660.55, 2112282.03]",3,4,5,345,Loyal
15303,290,1,3070.27,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15304,60,8,1777.54,"(35.0, 75.0]","(5.0, 207.0]","(1491.454, 3327.398]",3,4,2,342,Price Sensitive
15306,64,4,14416.4,"(35.0, 75.0]","(3.0, 5.0]","(6838.912, 14660.55]",3,3,4,334,Lost
15307,95,1,589.59,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15308,274,1,2112.0,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15311,0,91,392033.09,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15312,75,4,6236.1,"(35.0, 75.0]","(3.0, 5.0]","(3327.398, 6838.912]",3,3,3,333,Needs Attention
15313,42,2,254.39,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
15314,199,2,3556.65,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
15315,64,2,9419.7,"(35.0, 75.0]","(0.999, 2.0]","(6838.912, 14660.55]",3,1,4,314,Lost
15316,326,1,597.0,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15317,283,1,1104.71,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15318,3,1,4119.78,"(-0.001, 14.0]","(0.999, 2.0]","(3327.398, 6838.912]",5,1,3,513,Lost
15319,164,2,2621.93,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15320,44,1,3615.85,"(35.0, 75.0]","(0.999, 2.0]","(3327.398, 6838.912]",3,1,3,313,Lost
15321,70,3,14742.11,"(35.0, 75.0]","(2.0, 3.0]","(14660.55, 2112282.03]",3,2,5,325,Lost
15322,85,1,4960.46,"(75.0, 185.0]","(0.999, 2.0]","(3327.398, 6838.912]",2,1,3,213,About to Sleep
15323,190,3,4832.17,"(185.0, 373.0]","(2.0, 3.0]","(3327.398, 6838.912]",1,2,3,123,Hibernating
15325,103,1,2544.18,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15326,190,2,4912.97,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
15327,52,1,1403.22,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
15329,25,4,22564.44,"(14.0, 35.0]","(3.0, 5.0]","(14660.55, 2112282.03]",4,3,5,435,Lost
15330,32,2,14182.56,"(14.0, 35.0]","(0.999, 2.0]","(6838.912, 14660.55]",4,1,4,414,Lost
15332,366,4,8188.08,"(185.0, 373.0]","(3.0, 5.0]","(6838.912, 14660.55]",1,3,4,134,Lost
15333,208,1,4578.96,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
15334,156,3,3149.11,"(75.0, 185.0]","(2.0, 3.0]","(1491.454, 3327.398]",2,2,2,222,Needs Attention
15335,53,1,991.99,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
15337,164,1,60.62,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15339,66,3,7522.41,"(35.0, 75.0]","(2.0, 3.0]","(6838.912, 14660.55]",3,2,4,324,Lost
15341,80,1,9183.32,"(75.0, 185.0]","(0.999, 2.0]","(6838.912, 14660.55]",2,1,4,214,About to Sleep
15342,129,1,3316.75,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15343,87,1,1234.52,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15344,0,4,11919.04,"(-0.001, 14.0]","(3.0, 5.0]","(6838.912, 14660.55]",5,3,4,534,Lost
15345,45,1,1233.46,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
15346,98,2,1812.98,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15347,366,1,1538.92,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15348,72,1,957.36,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
15349,158,2,3837.24,"(75.0, 185.0]","(0.999, 2.0]","(3327.398, 6838.912]",2,1,3,213,About to Sleep
15350,373,1,641.16,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15351,12,7,8689.6,"(-0.001, 14.0]","(5.0, 207.0]","(6838.912, 14660.55]",5,4,4,544,Champions
15353,254,2,4311.66,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
15355,29,2,630.81,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
15356,31,10,18245.65,"(14.0, 35.0]","(5.0, 207.0]","(14660.55, 2112282.03]",4,4,5,445,Champions
15358,4,22,77004.69,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15360,39,1,2724.32,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
15361,10,2,3904.49,"(-0.001, 14.0]","(0.999, 2.0]","(3327.398, 6838.912]",5,1,3,513,Lost
15363,372,1,1750.14,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15364,95,3,6181.92,"(75.0, 185.0]","(2.0, 3.0]","(3327.398, 6838.912]",2,2,3,223,Needs Attention
15365,25,7,12625.24,"(14.0, 35.0]","(5.0, 207.0]","(6838.912, 14660.55]",4,4,4,444,Champions
15366,75,2,6982.33,"(35.0, 75.0]","(0.999, 2.0]","(6838.912, 14660.55]",3,1,4,314,Lost
15367,57,4,12283.48,"(35.0, 75.0]","(3.0, 5.0]","(6838.912, 14660.55]",3,3,4,334,Lost
15368,21,1,2814.7,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
15370,40,7,10829.86,"(35.0, 75.0]","(5.0, 207.0]","(6838.912, 14660.55]",3,4,4,344,Loyal
15372,67,2,37907.99,"(35.0, 75.0]","(0.999, 2.0]","(14660.55, 2112282.03]",3,1,5,315,Lost
15373,8,11,7025.1,"(-0.001, 14.0]","(5.0, 207.0]","(6838.912, 14660.55]",5,4,4,544,Champions
15374,67,2,9066.04,"(35.0, 75.0]","(0.999, 2.0]","(6838.912, 14660.55]",3,1,4,314,Lost
15375,337,1,23.32,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15376,40,3,7578.37,"(35.0, 75.0]","(2.0, 3.0]","(6838.912, 14660.55]",3,2,4,324,Lost
15379,169,7,26026.35,"(75.0, 185.0]","(5.0, 207.0]","(14660.55, 2112282.03]",2,4,5,245,Lost
15380,8,5,4996.42,"(-0.001, 14.0]","(3.0, 5.0]","(3327.398, 6838.912]",5,3,3,533,Potential Loyalist
15381,213,2,2364.69,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15382,14,6,40748.55,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15384,169,3,6684.13,"(75.0, 185.0]","(2.0, 3.0]","(3327.398, 6838.912]",2,2,3,223,Needs Attention
15385,40,1,1974.78,"(35.0, 75.0]","(0.999, 2.0]","(1491.454, 3327.398]",3,1,2,312,Lost
15386,186,1,4975.66,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
15387,316,1,61.34,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15388,270,1,1046.04,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15389,172,2,8446.8,"(75.0, 185.0]","(0.999, 2.0]","(6838.912, 14660.55]",2,1,4,214,About to Sleep
15392,4,4,13495.12,"(-0.001, 14.0]","(3.0, 5.0]","(6838.912, 14660.55]",5,3,4,534,Lost
15393,16,2,1496.12,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
15394,9,4,8628.16,"(-0.001, 14.0]","(3.0, 5.0]","(6838.912, 14660.55]",5,3,4,534,Lost
15395,325,1,284.37,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15396,112,1,1545.82,"(75.0, 185.0]","(0.999, 2.0]","(1491.454, 3327.398]",2,1,2,212,About to Sleep
15397,289,1,301.35,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15398,16,2,6611.06,"(14.0, 35.0]","(0.999, 2.0]","(3327.398, 6838.912]",4,1,3,413,Lost
15399,1,4,6887.04,"(-0.001, 14.0]","(3.0, 5.0]","(6838.912, 14660.55]",5,3,4,534,Lost
15400,92,6,4437.12,"(75.0, 185.0]","(5.0, 207.0]","(3327.398, 6838.912]",2,4,3,243,Lost
15402,148,2,7747.15,"(75.0, 185.0]","(0.999, 2.0]","(6838.912, 14660.55]",2,1,4,214,About to Sleep
15405,189,1,2336.32,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15406,31,2,2853.31,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
15407,33,4,6765.83,"(14.0, 35.0]","(3.0, 5.0]","(3327.398, 6838.912]",4,3,3,433,Potential Loyalist
15408,264,1,1360.31,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15410,84,8,15836.22,"(75.0, 185.0]","(5.0, 207.0]","(14660.55, 2112282.03]",2,4,5,245,Lost
15411,26,4,6677.96,"(14.0, 35.0]","(3.0, 5.0]","(3327.398, 6838.912]",4,3,3,433,Potential Loyalist
15412,171,1,1302.18,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15414,9,3,4182.88,"(-0.001, 14.0]","(2.0, 3.0]","(3327.398, 6838.912]",5,2,3,523,Potential Loyalist
15415,313,1,6323.76,"(185.0, 373.0]","(0.999, 2.0]","(3327.398, 6838.912]",1,1,3,113,Hibernating
15416,64,4,25011.6,"(35.0, 75.0]","(3.0, 5.0]","(14660.55, 2112282.03]",3,3,5,335,Lost
15417,85,2,8807.72,"(75.0, 185.0]","(0.999, 2.0]","(6838.912, 14660.55]",2,1,4,214,About to Sleep
15419,24,1,2496.96,"(14.0, 35.0]","(0.999, 2.0]","(1491.454, 3327.398]",4,1,2,412,Lost
15420,127,1,6723.77,"(75.0, 185.0]","(0.999, 2.0]","(3327.398, 6838.912]",2,1,3,213,About to Sleep
15421,58,4,5358.08,"(35.0, 75.0]","(3.0, 5.0]","(3327.398, 6838.912]",3,3,3,333,Needs Attention
15422,323,2,489.56,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15423,38,1,1062.0,"(35.0, 75.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",3,1,1,311,Lost
15424,254,3,18217.88,"(185.0, 373.0]","(2.0, 3.0]","(14660.55, 2112282.03]",1,2,5,125,Hibernating
15426,19,5,8391.39,"(14.0, 35.0]","(3.0, 5.0]","(6838.912, 14660.55]",4,3,4,434,Lost
15427,33,3,11890.55,"(14.0, 35.0]","(2.0, 3.0]","(6838.912, 14660.55]",4,2,4,424,Lost
15428,15,1,631.38,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
15429,26,2,4302.57,"(14.0, 35.0]","(0.999, 2.0]","(3327.398, 6838.912]",4,1,3,413,Lost
15431,1,1,86.66,"(-0.001, 14.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",5,1,1,511,Lost
15432,23,1,841.53,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
15433,144,3,12660.61,"(75.0, 185.0]","(2.0, 3.0]","(6838.912, 14660.55]",2,2,4,224,About to Sleep
15434,8,6,21948.78,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15435,22,1,706.41,"(14.0, 35.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",4,1,1,411,Lost
15436,12,3,6627.72,"(-0.001, 14.0]","(2.0, 3.0]","(3327.398, 6838.912]",5,2,3,523,Potential Loyalist
15437,262,1,1008.7,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15438,131,1,765.22,"(75.0, 185.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",2,1,1,211,About to Sleep
15439,1,1,11119.98,"(-0.001, 14.0]","(0.999, 2.0]","(6838.912, 14660.55]",5,1,4,514,Lost
15440,54,3,2375.15,"(35.0, 75.0]","(2.0, 3.0]","(1491.454, 3327.398]",3,2,2,322,Needs Attention
15442,248,1,1838.4,"(185.0, 373.0]","(0.999, 2.0]","(1491.454, 3327.398]",1,1,2,112,Hibernating
15443,1,7,16842.32,"(-0.001, 14.0]","(5.0, 207.0]","(14660.55, 2112282.03]",5,4,5,545,Champions
15444,9,2,6052.1,"(-0.001, 14.0]","(0.999, 2.0]","(3327.398, 6838.912]",5,1,3,513,Lost
15445,264,1,710.76,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
15447,330,1,1030.28,"(185.0, 373.0]","(0.999, 2.0]","(5.968999999999999, 1491.454]",1,1,1,111,Hibernating
